combo_key,coupling_mode,cleavage_form,strain_pct,seed,clearance_time,n_ruptured,n_total,lysis_fraction,cascade_count,reason,wall_s
inhibitory_x_exponential,inhibitory,exponential,0,1,25.118880231092923,204,500,0.408,0,network_cleared,10.871177434921265
inhibitory_x_exponential,inhibitory,exponential,0,2,32.16543565868449,245,500,0.49,0,network_cleared,14.404513120651245
inhibitory_x_exponential,inhibitory,exponential,0,7,40.954049616982175,285,500,0.57,0,network_cleared,39.16599917411804
inhibitory_x_exponential,inhibitory,exponential,5,1,30.73339390824796,241,500,0.482,0,network_cleared,13.726139545440674
inhibitory_x_exponential,inhibitory,exponential,5,0,37.152664951192044,248,500,0.496,0,network_cleared,46.34707021713257
inhibitory_x_exponential,inhibitory,exponential,0,4,37.978444287517355,270,500,0.54,0,network_cleared,96.42457127571106
inhibitory_x_exponential,inhibitory,exponential,0,3,31.513760109444668,257,500,0.514,0,network_cleared,103.8341760635376
inhibitory_x_exponential,inhibitory,exponential,5,5,38.44629861516766,262,500,0.524,0,network_cleared,29.436033487319946
inhibitory_x_exponential,inhibitory,exponential,5,2,53.616118088755066,318,500,0.636,0,network_cleared,81.09492182731628
inhibitory_x_exponential,inhibitory,exponential,0,9,26.79912118977579,216,500,0.432,0,network_cleared,149.10891342163086
inhibitory_x_exponential,inhibitory,exponential,5,7,35.260149955889965,255,500,0.51,0,network_cleared,26.561079502105713
inhibitory_x_exponential,inhibitory,exponential,5,6,23.291517514209836,189,500,0.378,0,network_cleared,29.91912293434143
inhibitory_x_exponential,inhibitory,exponential,5,4,20.256354893452883,174,500,0.348,0,network_cleared,68.78934860229492
inhibitory_x_exponential,inhibitory,exponential,5,8,29.23125125632666,217,500,0.434,0,network_cleared,21.96628212928772
inhibitory_x_exponential,inhibitory,exponential,0,6,39.52543591326163,291,500,0.582,0,network_cleared,183.9819769859314
inhibitory_x_exponential,inhibitory,exponential,0,8,33.44688934478898,256,500,0.512,0,network_cleared,190.97043704986572
inhibitory_x_exponential,inhibitory,exponential,0,5,21.16313667904214,200,500,0.4,0,network_cleared,191.44574880599976
inhibitory_x_exponential,inhibitory,exponential,10,5,15.672799722378265,119,500,0.238,0,network_cleared,6.262784481048584
inhibitory_x_exponential,inhibitory,exponential,0,0,23.46120440599991,216,500,0.432,0,network_cleared,204.18843293190002
inhibitory_x_exponential,inhibitory,exponential,10,6,31.68036815330733,235,500,0.47,0,network_cleared,11.260270357131958
inhibitory_x_exponential,inhibitory,exponential,10,7,35.092025702958004,227,500,0.454,0,network_cleared,19.822532653808594
inhibitory_x_exponential,inhibitory,exponential,10,4,25.21082956153526,190,500,0.38,0,network_cleared,36.55130195617676
inhibitory_x_exponential,inhibitory,exponential,5,3,23.519909100604426,210,500,0.42,0,network_cleared,170.0651559829712
inhibitory_x_exponential,inhibitory,exponential,5,9,21.201876428754243,190,500,0.38,0,network_cleared,134.07381939888
inhibitory_x_exponential,inhibitory,exponential,10,2,46.36747473145022,315,500,0.63,0,network_cleared,115.92536306381226
inhibitory_x_exponential,inhibitory,exponential,15,1,21.384590579594455,196,500,0.392,0,network_cleared,94.14363479614258
inhibitory_x_exponential,inhibitory,exponential,10,1,32.02658280721575,264,500,0.528,0,network_cleared,160.35847401618958
inhibitory_x_exponential,inhibitory,exponential,10,8,35.40516969749563,240,500,0.48,0,network_cleared,125.30586767196655
inhibitory_x_exponential,inhibitory,exponential,10,0,30.148979391062273,247,500,0.494,0,network_cleared,173.99040603637695
inhibitory_x_exponential,inhibitory,exponential,10,3,29.14385557103276,247,500,0.494,0,network_cleared,161.30344319343567
inhibitory_x_exponential,inhibitory,exponential,15,7,22.34141546129495,181,500,0.362,0,network_cleared,9.126310586929321
inhibitory_x_exponential,inhibitory,exponential,15,4,50.541424577420614,316,500,0.632,0,network_cleared,25.699206590652466
