n_id,n_x,n_y,is_left_boundary,is_right_boundary
0,77.62009724149657,33.195998568970644,False,False
1,3.58819829307623,8.89156711687875,True,False
2,68.81959790992384,27.55820088130387,False,False
3,63.2304529977779,18.712140695165363,False,False
4,7.2952916763022335,18.499628508868067,True,False
5,42.90174293653685,12.077852230269738,False,False
6,5.300763220225115,45.43787940640719,True,False
7,63.20794798701469,5.67928216028718,False,False
8,16.94893751312753,22.3423858032354,False,False
9,60.17895187449187,39.2681940436249,False,False
10,4.941691054739241,13.597005788255661,True,False
11,101.9626220039842,45.98394236341623,False,False
12,67.39866091402246,13.351803188286764,False,False
13,88.34431678973058,1.7219782063987832,False,False
14,78.03102174105499,9.032489018286254,False,False
15,54.75582852471755,33.79962206519997,False,False
16,104.51529428255384,38.20044535716765,False,False
17,88.9814174459161,36.49463237645253,False,False
18,53.20620906031104,14.031958674751777,False,False
19,101.79926276343127,30.12714819399976,False,False
20,76.84002395143084,12.026766317186667,False,False
21,117.37074657071626,41.09520118191527,False,True
22,58.18140342260906,4.304682160067486,False,False
23,119.1796542122299,10.953853156382825,False,True
24,62.10399466579983,39.06733175672683,False,False
25,7.362667055239873,24.199263186307995,True,False
26,107.06016730554022,46.98210715024084,False,False
27,81.1792274917339,40.34984571630587,False,False
28,47.890722294373994,21.110482169573263,False,False
29,118.14598372431365,22.128086247173258,False,True
30,36.24285350476759,26.967803075971332,False,False
31,60.58285766063738,39.445977758245405,False,False
32,101.2328208603666,6.197220921652291,False,False
33,34.9039091977801,31.480506203399127,False,False
34,21.784599524413125,28.027653401183787,False,False
35,80.19032495731477,16.49043790571779,False,False
36,13.954368131931894,12.613759253200557,False,False
37,43.279770032028935,21.63246209309443,False,False
38,95.68420886088019,11.482444953367732,False,False
39,9.901472891611718,20.511972152905862,True,False
40,54.06793593006912,44.52328795657719,False,False
41,2.297251208087059,18.32951412034,True,False
42,102.95733372232532,28.25918096859303,False,False
43,31.540812293001878,34.62852397392451,False,False
44,93.21240958206151,4.739526391156701,False,False
45,115.46893658131641,48.61319270968264,False,True
46,49.02276757177892,38.101451141443036,False,False
47,69.96688850511345,4.766967020731783,False,False
48,111.7506769879618,42.49180000161691,False,True
49,90.99612464087235,20.30876309219477,False,False
50,29.255415897165754,46.390106384208636,False,False
51,91.44472382684826,9.269994239621282,False,False
52,74.52695263813725,22.673274553716404,False,False
53,34.830303226637376,3.422882044490599,False,False
54,119.88595887629629,24.87149469252479,False,True
55,69.88556929484842,43.83721114495126,False,False
56,107.95979877214658,44.295809451877396,False,False
57,50.504565745225804,42.00087343439623,False,False
58,84.74554918080818,29.058755132305752,False,False
59,55.53494440782769,27.5736068736601,False,False
60,1.0595726991762922,17.90374664285611,True,False
61,53.809402645773275,22.486473544339947,False,False
62,109.60616681139321,3.0754528612878254,False,True
63,108.12435487874174,44.51669603625818,False,True
64,82.37043384728327,15.713102760446995,False,False
65,38.834084424038416,3.8625043285779483,False,False
66,50.293403587410225,23.72263775101545,False,False
67,118.98115863465343,16.138111871350947,False,True
68,79.66283374872985,39.56012388344275,False,False
69,70.8542848563814,38.61591676538338,False,False
70,50.80940069568611,16.144559901258322,False,False
71,107.40094571338031,34.31898687051652,False,False
72,117.75032638396895,6.3924709717753325,False,True
73,14.274002487993677,42.26389142677677,False,False
74,42.16738498916359,46.98763590631754,False,False
75,32.03295634509219,25.37312798966797,False,False
76,55.780854521314254,5.245953563180306,False,False
77,103.69106217805306,3.972908782731155,False,False
78,71.4238528879023,23.145420564541467,False,False
79,22.10730686248875,1.6214175944091358,False,False
80,30.77856121140682,49.46118324055718,False,False
81,29.865645973798674,33.20700795764888,False,False
82,57.55550320146019,16.05186404053489,False,False
83,98.71918972773427,18.845789063799263,False,False
84,43.17060495742682,2.913366343176232,False,False
85,25.557972271669446,33.02233776990487,False,False
86,6.9241259952214795,46.83021571458273,True,False
87,93.46240605919405,29.975945758465556,False,False
88,53.20956382274253,8.435220670973532,False,False
89,97.1776830486484,43.45271157722792,False,False
90,7.42468410210428,14.934003149027802,True,False
91,45.237017383334326,26.831084205108596,False,False
92,75.40659853172787,48.45624162481181,False,False
93,101.22169461343412,42.138668094162284,False,False
94,44.09542880893781,29.823930034040742,False,False
95,33.715984833650545,37.50702602549726,False,False
96,106.61467574911507,17.445627179480127,False,False
97,52.3071989476633,7.394259902115613,False,False
98,1.8024794240631836,31.099144720478694,True,False
99,49.262943744535825,19.37130052067783,False,False
100,93.8554176339773,44.708366120117496,False,False
101,36.69840165056675,25.559084875180854,False,False
102,87.32073744856628,28.35503694861135,False,False
103,97.03079206963582,8.760342875078052,False,False
104,1.4238305026694453,0.7178890417329054,True,False
105,54.44433394938376,35.39252917733258,False,False
106,86.57773093667457,22.467788182205418,False,False
107,95.30612253669473,9.308130812707832,False,False
108,116.15312413152736,9.483005611556033,False,True
109,14.135596868352952,1.0521844421740423,False,False
110,109.29176810240871,15.8750645821646,False,True
111,62.882049862049556,42.81474346970031,False,False
112,98.67812336913397,38.70564012114076,False,False
113,88.84131106341059,23.118484166433937,False,False
114,7.1716368059859725,38.98259559828488,True,False
115,3.338495174466929,7.989461196619624,True,False
116,40.299832668378016,13.19071956734484,False,False
117,44.76310053117965,26.01512816311571,False,False
118,1.0545923947200553,23.90542317890455,True,False
119,116.44568466540764,23.291945309967033,False,True
120,45.84646290445346,35.904476956040554,False,False
121,75.55755345095596,1.2116300045759199,False,False
122,90.23893750335945,37.10870668131218,False,False
123,6.33716307506027,47.36967271128278,True,False
124,39.57987557852386,31.830604537032865,False,False
125,92.10217474438365,31.226628851562527,False,False
126,43.44810866648144,47.38119215531499,False,False
127,35.28178442037792,2.1424583393696963,False,False
128,48.922911355729596,4.461934486060354,False,False
129,65.05882925664335,43.29868396235361,False,False
130,117.627912447019,21.66829951319269,False,True
131,36.34947576728517,10.060653691688708,False,False
132,18.83975887937311,12.922760064225885,False,False
133,4.975423510740256,15.793039501686469,True,False
134,35.01355245706246,23.938266167238957,False,False
135,20.184117636455433,32.73673728738546,False,False
136,74.35210783531822,8.21811284731082,False,False
137,54.942435158641054,14.933685271416092,False,False
138,76.58516230859054,32.853427443464795,False,False
139,35.37821196359724,4.861262024245777,False,False
140,38.97986978472573,3.909831662245028,False,False
141,101.457305250452,43.639201483127614,False,False
142,107.8455092522698,46.489530055851816,False,False
143,79.58808654428586,4.611721355683473,False,False
144,104.79468214590987,33.01456713995217,False,False
145,102.8180598750211,29.395579486822676,False,False
146,61.45868277886819,34.29933939326135,False,False
147,29.787044291147446,17.246408505991017,False,False
148,83.54389693046238,42.79494716232545,False,False
149,31.8868201614917,48.957400833246055,False,False
150,70.92674552285526,37.56977666239478,False,False
151,36.297014932089716,19.01080735914087,False,False
152,101.41219759287988,30.177159911057295,False,False
153,91.42645891037938,35.271771474547144,False,False
154,108.24036387827307,42.60525855970429,False,True
155,97.2569508195576,25.586927400487575,False,False
156,36.551208535939224,36.31297106308791,False,False
157,97.89736898860815,44.06151845513213,False,False
158,62.614999790983404,26.344990057715272,False,False
159,24.896680255942766,28.215135113643708,False,False
160,87.31250947558998,47.64006210082255,False,False
161,100.80796831124431,14.324944105009996,False,False
162,66.03146230943979,25.147331030960284,False,False
163,9.397245111640276,33.537297211328955,True,False
164,2.2946866909083763,5.610288412015018,True,False
165,8.428656531590297,37.29998952518298,True,False
166,115.8783043717785,25.60053154377131,False,True
167,102.07508004947061,31.003845210013708,False,False
168,39.10208669378944,27.149470113947206,False,False
169,109.08113852773445,39.14582736226357,False,True
170,60.7063519733119,29.729806107797856,False,False
171,73.50358730784247,39.72896591168099,False,False
172,74.18373775777177,45.49169001008233,False,False
173,82.607649990071,11.361172217537518,False,False
174,43.822307318548155,14.755566965596174,False,False
175,14.664044276688779,0.8497589576659359,False,False
176,22.78299682670427,24.63752230861156,False,False
177,32.49878593617011,37.85648060790861,False,False
178,9.960054517533443,46.98127662594477,True,False
179,40.97234877705039,16.4193348462232,False,False
180,39.605258141211486,10.952689607381178,False,False
181,3.286597780173226,5.146022779517234,True,False
182,78.42645407427655,28.49660227995129,False,False
183,28.784180760900927,40.218954863048246,False,False
184,74.43823506500246,37.60757775346886,False,False
185,75.80720722315878,19.186346338991854,False,False
186,83.26656118767181,17.36761685981907,False,False
187,77.79398377835169,2.3249285436898526,False,False
188,22.748934225779777,27.654816866401795,False,False
189,80.41533901684869,36.60429133777251,False,False
190,59.2269555180624,10.367011479063448,False,False
191,82.23976180365672,30.631346438750185,False,False
192,52.05114653611983,48.41127757553947,False,False
193,45.27942351176305,47.00305794559074,False,False
194,84.5941804243097,11.806351722341118,False,False
195,78.67515931282679,1.90478575226935,False,False
196,71.91207594245907,47.45578254248471,False,False
197,83.17791966291156,25.298449225393615,False,False
198,74.4113268619778,13.767035413765228,False,False
199,110.21470800120498,31.552072290063922,False,True
200,0.0,0.0,True,False
201,0.0,5.555555555555555,True,False
202,0.0,11.11111111111111,True,False
203,0.0,16.666666666666664,True,False
204,0.0,22.22222222222222,True,False
205,0.0,27.77777777777778,True,False
206,0.0,33.33333333333333,True,False
207,0.0,38.888888888888886,True,False
208,0.0,44.44444444444444,True,False
209,0.0,50.0,True,False
210,120.0,0.0,False,True
211,120.0,5.555555555555555,False,True
212,120.0,11.11111111111111,False,True
213,120.0,16.666666666666664,False,True
214,120.0,22.22222222222222,False,True
215,120.0,27.77777777777778,False,True
216,120.0,33.33333333333333,False,True
217,120.0,38.888888888888886,False,True
218,120.0,44.44444444444444,False,True
219,120.0,50.0,False,True

e_id,n_from,n_to,thickness
0,0,138,1.1339588210641753
1,0,182,0.8426815657719213
2,0,184,0.8168916899384934
3,0,189,1.1181984457605183
4,0,191,1.5001646295571787
5,1,10,1.164031340605054
6,1,90,0.890915650318593
7,1,115,0.5519424853080064
8,1,202,0.7329647980907251
9,2,52,0.77182927835154
10,2,78,1.586141797461814
11,2,158,0.4264795707136836
12,2,162,1.2435690339303238
13,2,170,0.8212961600707069
14,3,12,1.2185791899187626
15,3,82,0.46381456707922
16,3,158,0.9239561733913028
17,3,162,1.2547316174279501
18,4,25,1.0127565953865323
19,4,39,1.4560591377732384
20,4,41,1.182674436339921
21,4,90,1.1090847541322404
22,4,133,0.5968808275604894
23,5,116,0.8393308340862725
24,5,174,0.7594856811032177
25,5,180,0.9336411969964719
26,6,86,3.412415261195225
27,6,114,0.8826256838944438
28,6,123,1.3436034087110038
29,6,178,1.2605747529895188
30,6,207,1.4000859100950518
31,6,208,1.3412475830409232
32,6,209,0.42858402165319326
33,7,22,1.0169583147127248
34,7,47,0.5170969657731301
35,7,190,0.5338170619984188
36,8,34,1.561024085565575
37,8,39,0.963889223535841
38,8,176,0.6155580600806415
39,9,24,0.5948327430390192
40,9,31,1.0761043672252617
41,9,40,0.45946992231758826
42,9,105,1.8836967372449034
43,9,111,1.3677194912822395
44,9,146,1.5382036152118865
45,10,90,1.7049124265163107
46,10,133,1.4963980141854256
47,10,202,1.7645166456203896
48,10,203,0.885532840004373
49,11,26,1.10587392800345
50,11,56,0.733831955180241
51,11,100,2.2184988594972173
52,11,141,1.125734686353637
53,11,157,1.2828546091345896
54,12,198,0.7434263858946101
55,13,44,0.8760656806606693
56,13,51,0.8971610459095319
57,14,20,0.7172054169157193
58,14,136,0.657260328675457
59,14,143,1.5143760944896818
60,14,173,0.8080841047154779
61,15,46,1.1175702524437483
62,15,59,1.0072322358681343
63,15,105,0.802272141070378
64,15,146,0.8393586330920778
65,15,170,1.3978363323845724
66,16,71,1.011930488757605
67,16,93,0.6534271996175439
68,16,112,0.7056417354174938
69,16,144,0.7770533503100864
70,16,154,0.6639242152474306
71,16,169,1.6927329639792685
72,17,58,0.994561267655543
73,17,102,1.973418792868021
74,17,122,0.7165220276247852
75,17,125,0.789109295556191
76,17,148,2.497055020829971
77,17,153,0.5576684743649635
78,17,189,0.74309857110823
79,18,70,0.6762663741164924
80,18,88,0.9101262227816737
81,18,97,1.1253680049717942
82,18,137,1.4883879514195313
83,18,190,1.563569871985867
84,19,42,0.8255786453333386
85,19,145,1.0718295953140307
86,19,152,0.568618512674475
87,19,167,1.2400473753337902
88,20,35,0.5299438653159574
89,20,136,1.8602712836640385
90,20,173,0.4406331730805597
91,20,198,1.3447080957512572
92,21,45,1.0843370211273966
93,21,48,0.6709295485649112
94,21,169,2.366045653629463
95,21,216,0.8165786842400156
96,21,217,2.4391023945486183
97,21,218,0.9335248040528867
98,22,76,1.107032378066964
99,22,190,0.4133036472264853
100,23,67,0.7554504312657336
101,23,72,1.079272863356023
102,23,108,0.7093867583685266
103,23,211,0.7323985796313786
104,23,212,0.6136083115627258
105,24,31,0.9137018989088332
106,24,111,0.74548066767423
107,24,129,2.927487236804575
108,24,146,0.7072578665148851
109,25,39,1.0118097593577424
110,25,41,1.2126394456439016
111,25,118,0.9522356255747227
112,25,205,1.1821833151274705
113,26,45,0.5981573568642383
114,26,56,0.6864104845250122
115,26,142,0.611322188769918
116,27,68,0.48591387404432673
117,27,148,1.3399106855082896
118,27,189,0.9579123879730855
119,28,37,0.3171841606483189
120,28,66,0.868307003430089
121,28,99,1.5793683888290573
122,28,117,0.8523781049462383
123,28,174,1.1219514369511303
124,29,54,1.132631564847392
125,29,119,1.0556420774414244
126,29,130,0.6489192146761014
127,29,214,0.7302761766390666
128,30,33,0.7972086637309314
129,30,75,1.4232735364892921
130,30,101,0.8548603486049972
131,30,124,0.4571973452632683
132,30,134,1.298524191981119
133,30,168,0.7946845017402185
134,31,111,0.8185019659117418
135,32,44,0.7966286233267441
136,32,77,1.5205744229349505
137,32,103,0.8470470860514413
138,32,161,0.8418919653167254
139,33,43,1.306864128978842
140,33,75,0.9091214362389819
141,33,81,0.5619434050712293
142,33,124,0.3340770636865336
143,33,156,1.0109108273024758
